freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.320500000000000000e+08,-1.353648810560029858e+02,-2.100000000000000000e+02,-1.353648810559866149e+02
-2.319281250000000000e+08,-1.353802485441295858e+02,-2.100000000000000000e+02,-1.353802485441131012e+02
-2.318062500000000000e+08,-1.360142308900009311e+02,-2.100000000000000000e+02,-1.360142308899845887e+02
-2.316843750000000000e+08,-1.372702764063476479e+02,-2.100000000000000000e+02,-1.372702764063316749e+02
-2.315625000000000000e+08,-1.391679325435773649e+02,-2.100000000000000000e+02,-1.391679325435621877e+02
-2.314406250000000000e+08,-1.417443700069420913e+02,-2.100000000000000000e+02,-1.417443700069278520e+02
-2.313187500000000000e+08,-1.450604267874470281e+02,-2.100000000000000000e+02,-1.450604267874348920e+02
-2.311968750000000000e+08,-1.492176044434771711e+02,-2.100000000000000000e+02,-1.492176044434623634e+02
-2.310750000000000000e+08,-1.543815042168198204e+02,-2.100000000000000000e+02,-1.543815042167983620e+02
-2.309531250000000000e+08,-1.604182359748049862e+02,-2.100000000000000000e+02,-1.604182359747133546e+02
-2.308312500000000000e+08,-1.632913662597908910e+02,-2.100000000000000000e+02,-1.632913662596015740e+02
-2.307093750000000000e+08,-1.610776800930652257e+02,-2.100000000000000000e+02,-1.610776800929674835e+02
-2.305875000000000000e+08,-1.591322821747882585e+02,-2.100000000000000000e+02,-1.591322821747558862e+02
-2.304656250000000000e+08,-1.580856645075813276e+02,-2.100000000000000000e+02,-1.580856645075687368e+02
-2.303437500000000000e+08,-1.576458356427154968e+02,-2.100000000000000000e+02,-1.576458356427089029e+02
-2.302218750000000000e+08,-1.575750531727374266e+02,-2.100000000000000000e+02,-1.575750531727134103e+02
-2.301000000000000000e+08,-1.577441791384505336e+02,-2.100000000000000000e+02,-1.577441791383932639e+02
-2.299781250000000000e+08,-1.581452271920502710e+02,-2.100000000000000000e+02,-1.581452271919462760e+02
-2.298562500000000000e+08,-1.588664027997703272e+02,-2.100000000000000000e+02,-1.588664027996198911e+02
-2.297343750000000000e+08,-1.600338266289088551e+02,-2.100000000000000000e+02,-1.600338266286987050e+02
-2.296125000000000000e+08,-1.616987981980422546e+02,-2.100000000000000000e+02,-1.616987981977505342e+02
-2.294906250000000000e+08,-1.635386258648275941e+02,-2.100000000000000000e+02,-1.635386258644579982e+02
-2.293687500000000000e+08,-1.646282866105109974e+02,-2.100000000000000000e+02,-1.646282866101350066e+02
-2.292468750000000000e+08,-1.648234840981353955e+02,-2.100000000000000000e+02,-1.648234840978370244e+02
-2.291250000000000000e+08,-1.649906732743330053e+02,-2.100000000000000000e+02,-1.649906732741348492e+02
-2.290031250000000000e+08,-1.629177506794337660e+02,-2.100000000000000000e+02,-1.629177506794181340e+02
-2.288812500000000000e+08,-1.574319358804170861e+02,-2.100000000000000000e+02,-1.574319358804681031e+02
-2.287593750000000000e+08,-1.522947525616097550e+02,-2.100000000000000000e+02,-1.522947525616599478e+02
-2.286375000000000000e+08,-1.483296698640897660e+02,-2.100000000000000000e+02,-1.483296698641301532e+02
-2.285156250000000000e+08,-1.453568533344115963e+02,-2.100000000000000000e+02,-1.453568533344478624e+02
-2.283937500000000000e+08,-1.431866228836879031e+02,-2.100000000000000000e+02,-1.431866228837222650e+02
-2.282718750000000000e+08,-1.416911349339426920e+02,-2.100000000000000000e+02,-1.416911349339750643e+02
-2.281500000000000000e+08,-1.407873546769577899e+02,-2.100000000000000000e+02,-1.407873546769885706e+02
-2.280281250000000000e+08,-1.404223635550927156e+02,-2.100000000000000000e+02,-1.404223635551227005e+02
-2.279062500000000000e+08,-1.405659979934817727e+02,-2.100000000000000000e+02,-1.405659979935114166e+02
-2.277843750000000000e+08,-1.412095770362986968e+02,-2.100000000000000000e+02,-1.412095770363281986e+02
-2.276625000000000000e+08,-1.423706056620997913e+02,-2.100000000000000000e+02,-1.423706056621304015e+02
-2.275406250000000000e+08,-1.441051801494740232e+02,-2.100000000000000000e+02,-1.441051801495055713e+02
-2.274187500000000000e+08,-1.465323861187924308e+02,-2.100000000000000000e+02,-1.465323861188231547e+02
-2.272968750000000000e+08,-1.498731286764621018e+02,-2.100000000000000000e+02,-1.498731286764923425e+02
-2.271750000000000000e+08,-1.543841630881466642e+02,-2.100000000000000000e+02,-1.543841630881608751e+02
-2.270531250000000000e+08,-1.584188239205189461e+02,-2.100000000000000000e+02,-1.584188239205383866e+02
-2.269312500000000000e+08,-1.566324588947042855e+02,-2.100000000000000000e+02,-1.566324588948058931e+02
-2.268093750000000000e+08,-1.535411005568311111e+02,-2.100000000000000000e+02,-1.535411005569366694e+02
-2.266875000000000000e+08,-1.513355792000021438e+02,-2.100000000000000000e+02,-1.513355792000974986e+02
-2.265656250000000000e+08,-1.497471721962032234e+02,-2.100000000000000000e+02,-1.497471721962774041e+02
-2.264437500000000000e+08,-1.485822909076158567e+02,-2.100000000000000000e+02,-1.485822909076698579e+02
-2.263218750000000000e+08,-1.477947484695028209e+02,-2.100000000000000000e+02,-1.477947484695404796e+02
-2.262000000000000000e+08,-1.473642656253217353e+02,-2.100000000000000000e+02,-1.473642656253514076e+02
-2.260781250000000000e+08,-1.472374190872612871e+02,-2.100000000000000000e+02,-1.472374190872901067e+02
-2.259562500000000000e+08,-1.473578003682019357e+02,-2.100000000000000000e+02,-1.473578003682364397e+02
-2.258343750000000000e+08,-1.477508423774640391e+02,-2.100000000000000000e+02,-1.477508423775097128e+02
-2.257125000000000000e+08,-1.485679041152513946e+02,-2.100000000000000000e+02,-1.485679041153126150e+02
-2.255906250000000000e+08,-1.500156177315138848e+02,-2.100000000000000000e+02,-1.500156177315811874e+02
-2.254687500000000000e+08,-1.521289045044725015e+02,-2.100000000000000000e+02,-1.521289045045418789e+02
-2.253468750000000000e+08,-1.540069968767321598e+02,-2.100000000000000000e+02,-1.540069968767543855e+02
-2.252250000000000000e+08,-1.529137237262562508e+02,-2.100000000000000000e+02,-1.529137237262413862e+02
