freq_hz,psd_desired_db_per_hz,psd_interferer_db_per_hz,psd_mixed_db_per_hz
-2.198625000000000000e+08,-1.893550538359118036e+02,-2.995527920362804934e+02,-1.330609815395342821e+02
-2.197406250000000000e+08,-1.907559634124161789e+02,-2.996245083554422308e+02,-1.341876553230443960e+02
-2.196187500000000000e+08,-1.928374662291041091e+02,-2.994497179314694222e+02,-1.347294492020405983e+02
-2.194968750000000000e+08,-1.958061786125369963e+02,-2.993726607165424980e+02,-1.342663390954827776e+02
-2.193750000000000000e+08,-2.001030370511828664e+02,-2.995409108332436290e+02,-1.330812211153087787e+02
-2.192531250000000000e+08,-2.068444463415643497e+02,-2.996183578576861350e+02,-1.317958587908425443e+02
-2.191312500000000000e+08,-2.136393128949980564e+02,-2.994394776089727657e+02,-1.307519959268624348e+02
-2.190093750000000000e+08,-2.076873414492084464e+02,-2.993567568648080055e+02,-1.300286009870309272e+02
-2.188875000000000000e+08,-2.043492989556554562e+02,-2.995286490477497523e+02,-1.296144575523341018e+02
-2.187656250000000000e+08,-2.026969426906904630e+02,-2.996119831299383236e+02,-1.295124063468125826e+02
-2.186437500000000000e+08,-2.018213363867004944e+02,-2.994289883409298909e+02,-1.297757401957858860e+02
-2.185218750000000000e+08,-2.014150880272981397e+02,-2.993404587405869393e+02,-1.304906587535558344e+02
-2.184000000000000000e+08,-2.013953316676788745e+02,-2.995159963186482059e+02,-1.317144149860045559e+02
-2.182781250000000000e+08,-2.017196014554916701e+02,-2.996053768824621670e+02,-1.333353242235270955e+02
-2.181562500000000000e+08,-2.023080452765713915e+02,-2.994182430594883044e+02,-1.348091596498295814e+02
-2.180343750000000000e+08,-2.030715045540163146e+02,-2.993237566349466192e+02,-1.353023076310164470e+02
-2.179125000000000000e+08,-2.040294886618265195e+02,-2.995029419773424593e+02,-1.348482078139701343e+02
-2.177906250000000000e+08,-2.054189031025790086e+02,-2.995985315468060435e+02,-1.340746510910572624e+02
-2.176687500000000000e+08,-2.077380122929998834e+02,-2.994072344683565916e+02,-1.329698931919282359e+02
-2.175468750000000000e+08,-2.119540428087044006e+02,-2.993066405857857717e+02,-1.311872519738004996e+02
-2.174250000000000000e+08,-2.185092999685301152e+02,-2.994894750403692001e+02,-1.289271664405111437e+02
