freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.207156250000000000e+08,-1.121728243303115278e+02,-1.833500335035967623e+02,-4.225839375842852519e+01
-2.205937500000000000e+08,-1.098595553100589939e+02,-1.819677105251926150e+02,-4.290866844523287682e+01
-2.204718750000000000e+08,-1.081293872470303370e+02,-1.811247460600848740e+02,-4.356430454918859141e+01
-2.203500000000000000e+08,-1.069416113939830382e+02,-1.808258724817918619e+02,-4.387900002333759630e+01
-2.202281250000000000e+08,-1.062656858982705330e+02,-1.810615438672592745e+02,-4.372091129169132273e+01
-2.201062500000000000e+08,-1.060838793725383482e+02,-1.818101409999542852e+02,-4.321883484728340363e+01
-2.199843750000000000e+08,-1.063957235746690344e+02,-1.830104024343585820e+02,-4.254323199706584546e+01
-2.198625000000000000e+08,-1.072241205779894813e+02,-1.844924985122103180e+02,-4.179374584322016517e+01
-2.197406250000000000e+08,-1.086250166251221856e+02,-1.858966078685746197e+02,-4.104247602944755613e+01
-2.196187500000000000e+08,-1.107064975328998457e+02,-1.867976725597656014e+02,-4.037483288012052185e+01
-2.194968750000000000e+08,-1.136751661453886868e+02,-1.871448678551284956e+02,-3.988270418474724011e+01
-2.193750000000000000e+08,-1.179719138401770238e+02,-1.872907783586090318e+02,-3.964678588961160699e+01
-2.192531250000000000e+08,-1.247129078262545647e+02,-1.875087803309281185e+02,-3.973223919138553129e+01
-2.191312500000000000e+08,-1.315073539383979551e+02,-1.877800541191192565e+02,-4.019239563655386860e+01
-2.190093750000000000e+08,-1.255566215098583882e+02,-1.878965394331627863e+02,-4.106455943357110527e+01
-2.188875000000000000e+08,-1.222186430627107256e+02,-1.877036493279746878e+02,-4.233276381581961800e+01
-2.187656250000000000e+08,-1.205662831420168857e+02,-1.872667483990369988e+02,-4.380704266028075722e+01
-2.186437500000000000e+08,-1.196906680376298482e+02,-1.867656686046194636e+02,-4.492601939472996264e+01
-2.185218750000000000e+08,-1.192844147147997376e+02,-1.863345640572635489e+02,-4.501195524195023268e+01
-2.184000000000000000e+08,-1.192646626351150019e+02,-1.860463069525467859e+02,-4.421322706264098201e+01
-2.182781250000000000e+08,-1.195889497449550731e+02,-1.859629806237505250e+02,-4.321780728003795957e+01
-2.181562500000000000e+08,-1.201774255736259818e+02,-1.861520502159647208e+02,-4.238609796929688400e+01
-2.180343750000000000e+08,-1.209409311271175511e+02,-1.866507551717685942e+02,-4.175077716650341131e+01
-2.179125000000000000e+08,-1.218989779139050711e+02,-1.874035406690561558e+02,-4.124454544746254214e+01
-2.177906250000000000e+08,-1.232884877668792001e+02,-1.882107937989600828e+02,-4.082669288276943576e+01
-2.176687500000000000e+08,-1.256077755677823689e+02,-1.887718398437719998e+02,-4.050667739907723330e+01
-2.175468750000000000e+08,-1.298241995014055021e+02,-1.888583396266573118e+02,-4.030141862553858800e+01
