time_us,I,Q
1.893750000000000044e+00,4.930084358428852426e-02,-1.073253939475749541e-01
1.899999999999999911e+00,-8.657715180559535928e-02,-8.000095786844912960e-02
1.906250000000000000e+00,-2.414573197061647969e-02,-4.020446804583100581e-02
1.912499999999999867e+00,1.464834519368431003e-02,-8.178205537357452481e-02
1.918749999999999956e+00,1.176390653130841152e-02,-8.573094666104148776e-02
1.925000000000000266e+00,3.822791538507378656e-02,1.239617850743184591e-01
1.931249999999999911e+00,-2.472661596352866004e-02,-1.566859118610573198e-01
1.937500000000000000e+00,-7.642201511026278093e-02,-1.158675719764969553e-01
1.943749999999999867e+00,1.519692789269638583e-03,7.658152745257124083e-02
1.949999999999999956e+00,1.519660568879278584e-01,-6.078207954590024442e-02
1.956250000000000044e+00,9.597745478997923851e-02,-9.173557082021846498e-03
1.962499999999999911e+00,4.748173507585217584e-02,-2.806525107245934000e-02
1.968750000000000000e+00,-9.228379581893421391e-02,-5.650330232760970850e-02
1.975000000000000089e+00,-1.192749684253433806e-01,-3.399995979880477553e-02
1.981249999999999956e+00,5.602537783535601473e-02,-4.781066034342162409e-03
1.987500000000000044e+00,7.130970447776729948e-02,1.191098167275543018e-01
1.993750000000000133e+00,1.734538935753357491e-02,5.873365953267545292e-02
2.000000000000000000e+00,3.740845749820467803e-02,-6.722581009817467368e-02
2.006250000000000089e+00,-7.950506968234870298e-02,-9.151239641698373506e-03
2.012499999999999734e+00,1.478510485922568396e-01,6.053163601101680877e-03
2.018749999999999822e+00,2.020644914341173937e-01,3.976076579071546879e-02
2.024999999999999911e+00,9.597145878492797932e-02,-6.478423150760290183e-02
2.031250000000000000e+00,8.979511433960726818e-02,7.349293511397296530e-02
2.037500000000000089e+00,-4.551095924308756063e-02,7.340520513102549716e-02
2.043750000000000178e+00,-9.405130797880709159e-02,-5.540046318873246417e-02
2.049999999999999822e+00,-5.418377902432772175e-02,1.048543866548932030e-01
2.056249999999999911e+00,4.121105747146962955e-02,8.117315561429350179e-02
2.062500000000000000e+00,-9.607656654817464583e-04,2.159319513586037409e-02
2.068750000000000089e+00,5.714602627232369175e-04,-8.286885037265143139e-02
2.075000000000000178e+00,3.120076612006650318e-02,8.108744151882526716e-03
2.081250000000000266e+00,1.802156295963099411e-02,6.703488810252435093e-02
2.087499999999999911e+00,1.832435995534839601e-01,9.007643369119756535e-03
2.093750000000000000e+00,4.162118083806084362e-02,-7.644710675517334131e-02
2.099999999999999645e+00,-3.947715739210893443e-02,-1.215014694536684925e-01
2.106249999999999734e+00,5.416112606218986131e-02,6.998227201223726490e-02
2.112500000000000266e+00,-3.302971343803676185e-02,-1.420003417987107941e-01
2.118749999999999911e+00,-1.095257403278444425e-01,-5.405100184080902093e-02
2.125000000000000000e+00,-9.462583563100014639e-02,1.439608111531977264e-01
2.131250000000000089e+00,7.679035555145864722e-02,1.255857481178103696e-01
2.137499999999999734e+00,5.059160056663604410e-02,-8.945422188640599070e-02
2.143749999999999822e+00,-8.135500050993008103e-02,3.819552633157080601e-02
2.150000000000000355e+00,-4.790951541185332896e-02,4.627125982637390889e-02
2.156250000000000000e+00,-1.016980829084543174e-02,-2.474509489798537576e-01
2.162500000000000089e+00,-1.085496227457715124e-01,7.239708169906579338e-02
2.168750000000000178e+00,4.362300073775537967e-02,-3.110379899361113282e-02
2.174999999999999822e+00,-8.153653886992824618e-02,-6.277850906421989299e-03
2.181249999999999911e+00,-1.310742721246770659e-01,-3.733502132384095007e-02
2.187500000000000000e+00,-4.939489012164277604e-02,-5.800772188029994919e-02
2.193750000000000089e+00,-7.418722758088441838e-02,4.572183296448918688e-02
2.200000000000000178e+00,-6.518279142048308272e-02,-1.195628660256788656e-01
2.206249999999999822e+00,-5.887524552623622093e-02,5.963658761486164556e-02
2.212499999999999911e+00,-1.448096315475312125e-02,-3.579897007858233449e-02
2.218750000000000000e+00,5.941344321677926449e-02,5.931305363312875528e-02
2.225000000000000089e+00,2.868694053476705461e-02,1.078487395694663342e-01
2.231250000000000178e+00,-8.919222025805748078e-02,-4.954914727167800126e-02
2.237500000000000266e+00,1.218020537692026534e-02,-2.995520586944703384e-02
2.243749999999999911e+00,-8.497469357367602727e-02,-9.092948654285275267e-02
2.250000000000000000e+00,7.867868005785771945e-02,6.185345408363700573e-04
2.256250000000000089e+00,9.237151821457205425e-02,1.287192431748013406e-02
2.262499999999999734e+00,1.229948480480171497e-01,-4.014508789498424934e-03
2.268750000000000266e+00,-1.161021231843378798e-01,-5.489128321489646078e-02
2.274999999999999911e+00,-8.400731138641596984e-02,-1.209105715548915161e-02
2.281250000000000000e+00,1.592237675867392566e-01,3.217885972794928568e-03
2.287500000000000089e+00,-1.469542437264418633e-01,-2.742094359205049514e-02
2.293749999999999734e+00,5.968640343022268979e-02,-1.326091897861735730e-02
2.299999999999999822e+00,-4.341988875132759412e-02,1.997470693923657573e-02
2.306250000000000355e+00,-1.091813733817082605e-01,-1.805066733734702819e-02
2.312500000000000000e+00,-3.283926846888199358e-02,1.553739114104862526e-02
2.318750000000000089e+00,2.618367240547495034e-02,-4.625469164800843913e-02
2.325000000000000178e+00,5.671847623764186830e-02,-2.394191789020255322e-03
2.331249999999999822e+00,-1.506013321278780737e-01,-1.400157180281474123e-01
2.337499999999999911e+00,1.205708784953585071e-02,-3.571827533008946343e-02
2.343750000000000000e+00,5.330642313825426082e-02,5.263296598312037361e-02
