freq_offset_mhz,psd_dbfs_per_hz
-6.410156250000000000e+01,-1.016176545207994906e+02
-6.406250000000000000e+01,-1.016663754885327506e+02
-6.402343750000000000e+01,-1.018320243880677509e+02
-6.398437500000000000e+01,-1.020679658923205722e+02
-6.394531250000000000e+01,-1.021327600712155714e+02
-6.390625000000000000e+01,-1.019884293367988732e+02
-6.386718750000000000e+01,-1.018356839262457072e+02
-6.382812500000000000e+01,-1.017581951969569900e+02
-6.378906250000000000e+01,-1.017543503459176577e+02
-6.375000000000000000e+01,-1.017973070329637011e+02
-6.371093750000000000e+01,-1.018140785467051757e+02
-6.367187500000000000e+01,-1.017773356893460175e+02
-6.363281250000000000e+01,-1.017325273152123657e+02
-6.359375000000000000e+01,-1.017124666785298217e+02
-6.355468750000000000e+01,-1.016951225219997781e+02
-6.351562500000000000e+01,-1.016488483457656997e+02
-6.347656250000000000e+01,-1.016136678855180406e+02
-6.343750000000000000e+01,-1.016565010262293072e+02
-6.339843750000000000e+01,-1.017640157847667410e+02
-6.335937500000000000e+01,-1.018561927777351173e+02
-6.332031250000000000e+01,-1.018633837030465230e+02
-6.328125000000000000e+01,-1.018219473477334418e+02
-6.324218750000000000e+01,-1.018446860069712869e+02
-6.320312500000000000e+01,-1.019487037662332227e+02
-6.316406250000000000e+01,-1.020446000177887811e+02
-6.312500000000000000e+01,-1.020395460571306643e+02
-6.308593750000000000e+01,-1.019252813445061179e+02
-6.304687500000000000e+01,-1.018629720092502851e+02
-6.300781250000000000e+01,-1.019680319084741171e+02
-6.296875000000000000e+01,-1.020422275791630966e+02
-6.292968750000000000e+01,-1.019025513986657074e+02
-6.289062500000000000e+01,-1.017528263904377894e+02
-6.285156250000000000e+01,-1.017712815331468619e+02
-6.281250000000000000e+01,-1.018578297211151948e+02
-6.277343750000000000e+01,-1.019075423521577761e+02
-6.273437500000000000e+01,-1.019323432400288709e+02
-6.269531250000000000e+01,-1.019458790432512529e+02
-6.265625000000000000e+01,-1.019312331496910531e+02
-6.261718750000000000e+01,-1.018748264082908150e+02
-6.257812500000000000e+01,-1.018133572327467959e+02
-6.253906250000000000e+01,-1.017930910073288260e+02
-6.250000000000000000e+01,-1.018024073220489498e+02
-6.246093750000000000e+01,-1.018118972741438881e+02
-6.242187500000000000e+01,-1.018238556906128451e+02
-6.238281250000000000e+01,-1.018639972904496460e+02
-6.234375000000000000e+01,-1.019266795730575978e+02
-6.230468750000000000e+01,-1.019573100725266102e+02
-6.226562500000000000e+01,-1.019613377132927496e+02
-6.222656250000000000e+01,-1.020037928018038400e+02
-6.218750000000000000e+01,-1.020173504103336626e+02
-6.214843750000000000e+01,-1.018731824525814886e+02
-6.210937500000000000e+01,-1.016782534732040943e+02
-6.207031250000000000e+01,-1.016568721309888019e+02
-6.203125000000000000e+01,-1.018217651434393076e+02
-6.199218750000000000e+01,-1.019719843967349959e+02
-6.195312500000000000e+01,-1.019970957751252882e+02
-6.191406250000000000e+01,-1.019717863071600306e+02
-6.187500000000000000e+01,-1.019287652057310254e+02
-6.183593750000000000e+01,-1.018496797890470162e+02
-6.179687500000000000e+01,-1.017872459739882487e+02
-6.175781250000000000e+01,-1.018346730487390914e+02
-6.171875000000000000e+01,-1.019782885993795389e+02
-6.167968750000000000e+01,-1.020729328636254820e+02
-6.164062500000000000e+01,-1.020680408113584150e+02
-6.160156250000000000e+01,-1.020487571858560045e+02
-6.156250000000000000e+01,-1.020579087501867548e+02
-6.152343750000000000e+01,-1.020528691497966065e+02
-6.148437500000000000e+01,-1.019758594238821416e+02
-6.144531250000000000e+01,-1.018595005174186099e+02
-6.140625000000000000e+01,-1.017824050804319711e+02
-6.136718750000000000e+01,-1.017583569474458614e+02
-6.132812500000000000e+01,-1.017559818318927682e+02
-6.128906250000000000e+01,-1.017537050197232418e+02
-6.125000000000000000e+01,-1.017578986777185150e+02
-6.121093750000000000e+01,-1.017794375946184147e+02
-6.117187500000000000e+01,-1.017763184539444410e+02
-6.113281250000000000e+01,-1.017128378433671969e+02
-6.109375000000000000e+01,-1.016811377078746261e+02
-6.105468750000000000e+01,-1.017536062245249866e+02
-6.101562500000000000e+01,-1.018457400933741894e+02
-6.097656250000000000e+01,-1.018705168124284626e+02
-6.093750000000000000e+01,-1.018225114083705876e+02
-6.089843750000000000e+01,-1.017641153384487325e+02
-6.085937500000000000e+01,-1.017861719101388758e+02
-6.082031250000000000e+01,-1.018466695414887369e+02
-6.078125000000000000e+01,-1.018372467330312077e+02
-6.074218750000000000e+01,-1.018013660638763156e+02
-6.070312500000000000e+01,-1.018323553535028339e+02
-6.066406250000000000e+01,-1.019059758722621325e+02
-6.062500000000000000e+01,-1.019391705682826625e+02
-6.058593750000000000e+01,-1.019484714244261312e+02
-6.054687500000000000e+01,-1.019836735183112211e+02
-6.050781250000000000e+01,-1.019354508180241794e+02
-6.046875000000000000e+01,-1.017973256970030747e+02
-6.042968750000000000e+01,-1.017912142867177465e+02
-6.039062500000000000e+01,-1.019191479857935860e+02
-6.035156250000000000e+01,-1.019499103840970520e+02
-6.031250000000000000e+01,-1.018575274320573811e+02
-6.027343750000000000e+01,-1.018136354880829941e+02
-6.023437500000000000e+01,-1.018890489248627063e+02
-6.019531250000000000e+01,-1.019673468166293873e+02
-6.015625000000000000e+01,-1.018987899455878221e+02
-6.011718750000000000e+01,-1.017736108974657725e+02
-6.007812500000000000e+01,-1.018038020575038445e+02
-6.003906250000000000e+01,-1.019700128779123105e+02
-6.000000000000000000e+01,-1.020561101481999486e+02
-5.996093750000000000e+01,-1.019982056030082731e+02
